"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"265","https://t.co/7EhLMZKyT8 Dukung Pemerintahan Jokowi-Ma’ruf, Alumni IPB Titipkan Pembangunan Pertanian–… https://t.co/zzmABxYvhF",FALSE,0,NA,2019-06-30 14:12:16,TRUE,NA,"1145334236867641345",NA,"<a href=""https://www.onlywire.com"" rel=""nofollow"">OnlyWire App</a>","beritautamanet",0,FALSE,FALSE,NA,NA
"266","Dukung Pemerintahan Jokowi-Ma’ruf, Alumni IPB Titipkan Pembangunan Pertanian https://t.co/7EhLMZKyT8 https://t.co/sqk2BNGPwH",FALSE,0,NA,2019-06-30 13:45:57,FALSE,NA,"1145327615869444096",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","beritautamanet",0,FALSE,FALSE,NA,NA
"267","RT @GesuriID: Jokowi: BUMN Indonesia Siap Dukung Pembangunan di Saudi

#pdiperjuangan 

https://t.co/QHywHEQxiF",FALSE,0,NA,2019-06-30 13:27:01,FALSE,NA,"1145322850493947904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yopi_yoman",4,TRUE,FALSE,NA,NA
"268","RT @GesuriID: Jokowi: BUMN Indonesia Siap Dukung Pembangunan di Saudi

#pdiperjuangan 

https://t.co/QHywHEQxiF",FALSE,0,NA,2019-06-30 03:54:19,FALSE,NA,"1145178725987704834",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wahyu_arta12",4,TRUE,FALSE,NA,NA
"269","Jokowi: BUMN Indonesia Siap Dukung Pembangunan di Saudi

#pdiperjuangan 

https://t.co/QHywHEQxiF",FALSE,6,NA,2019-06-30 03:45:00,FALSE,NA,"1145176380893569026",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GesuriID",4,FALSE,FALSE,NA,NA
"270","@helmifelis Lah... Emang pemerintahan jokowi butuh dukungan dari kampret ya... TIDAK... hahahaha... Udah nikmati aj… https://t.co/2C08hTIyoS",FALSE,0,"helmifelis",2019-06-30 03:40:54,TRUE,"1144633500810694658","1145175351024185345","3177957847","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tampubolon_rado",0,FALSE,FALSE,NA,NA
"271","RT @ferrykoto: Pak @jokowi, orang muda hebat seperti @Maruarar_Sirait dan @acehasan76 layak diberi kepercayaan duduk di kabinet kerja II. A…",FALSE,0,NA,2019-06-29 13:20:54,FALSE,NA,"1144958925504040960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dityamahendra",24,TRUE,FALSE,NA,NA
"272","RT @VIVAcoid: Menteri Susi Pamer Kesuksesan Pembangunan Pemerintahan Jokowi https://t.co/Y9BmzQ8qgU",FALSE,0,NA,2019-06-29 10:53:54,FALSE,NA,"1144921930555777024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","inihansedbert",10,TRUE,FALSE,NA,NA
"273","RT @ferrykoto: Pak @jokowi, orang muda hebat seperti @Maruarar_Sirait dan @acehasan76 layak diberi kepercayaan duduk di kabinet kerja II. A…",FALSE,0,NA,2019-06-29 07:12:07,FALSE,NA,"1144866118936326144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rizkisb1979",24,TRUE,FALSE,NA,NA
"274","RT @VIVAcoid: Menteri Susi Pamer Kesuksesan Pembangunan Pemerintahan Jokowi https://t.co/Y9BmzQ8qgU",FALSE,0,NA,2019-06-29 00:02:21,FALSE,NA,"1144757963216711680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","InggyaRosaD",10,TRUE,FALSE,NA,NA
"275","RT @VIVAcoid: Menteri Susi Pamer Kesuksesan Pembangunan Pemerintahan Jokowi https://t.co/Y9BmzQ8qgU",FALSE,0,NA,2019-06-28 22:16:48,FALSE,NA,"1144731398445531136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hansedbert97",10,TRUE,FALSE,NA,NA
"276","Menteri Susi Pamer Kesuksesan Pembangunan Pemerintahan Jokowi https://t.co/Y9BmzQ8qgU",FALSE,48,NA,2019-06-28 22:06:35,FALSE,NA,"1144728827811119104",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","VIVAcoid",10,FALSE,FALSE,NA,NA
"277","@yusrzl @DKIJakarta @PT_TransJakarta @DishubDKI_JKT @mrtjakarta @lrtjkt @BinaMargaDKI @itdpindonesia @ITDP_HQ Bro,… https://t.co/CJw3seA4Sn",FALSE,0,"yusrzl",2019-06-28 20:10:15,TRUE,"1144612480510881794","1144699551879536640","204866026","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adeair",0,FALSE,FALSE,NA,NA
"278","RT @ferrykoto: Pak @jokowi, orang muda hebat seperti @Maruarar_Sirait dan @acehasan76 layak diberi kepercayaan duduk di kabinet kerja II. A…",FALSE,0,NA,2019-06-28 16:56:50,FALSE,NA,"1144650876214116352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ajib_abdul",24,TRUE,FALSE,NA,NA
"279","Salahsatu tahapan pembangunan desa adalah Musrenbangdes seperti di  @DESATAMBAKREJA  @LakbokKecamatan @KabCiamis di… https://t.co/fCUV69iL9i",FALSE,0,NA,2019-06-28 13:56:56,TRUE,NA,"1144605603735621632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","warkim_nep",0,FALSE,FALSE,NA,NA
"280","@jokowi @richbrian Terimakasih pakpresidenku yg tlh dgn kinerja yg super,tdk prnah trjdi dinegeri ini seorang presi… https://t.co/9WnAQLPun4",FALSE,7,"jokowi",2019-07-07 16:30:19,TRUE,"1147847810215075840","1147905693963280386","366987179","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jojoksutrino",0,FALSE,FALSE,NA,NA
"281","PNS Malas Kena Sangsi, Presiden Jokowi Terbitkan PP Penilain Kinerja https://t.co/7z1VUT23h3 https://t.co/l1TAB0mkc1",FALSE,0,NA,2019-07-07 16:08:49,FALSE,NA,"1147900285844697088",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","sketsindonews",0,FALSE,FALSE,NA,NA
"282","Semakin sulit membedakan antara jokowi pribadi dengan jokowi sebagai presiden

Tidak pantas Garuda airlines menyema… https://t.co/rkaCxzOyCn",FALSE,0,NA,2019-07-07 15:33:30,TRUE,NA,"1147891397132836867",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Suarakanbenar",0,FALSE,FALSE,NA,NA
"283","RT @MARSUDI__: Sgitu dahsyatnya syahwat brkuasa,smpe2 niat mnyingkirkan org yg brkompetan di bidangnya. pnunjukan mnteri emang hak prerogat…",FALSE,0,NA,2019-07-07 14:48:18,FALSE,NA,"1147880024076218368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ichoe9",5,TRUE,FALSE,NA,NA
"284","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 11:38:33,FALSE,NA,"1147832271879065600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tasyaisbae",29,TRUE,FALSE,NA,NA
"285","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 11:24:29,FALSE,NA,"1147828730015801345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ridaaalfr",29,TRUE,FALSE,NA,NA
"286","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 10:40:45,FALSE,NA,"1147817724845809665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ameliatiaraaa",29,TRUE,FALSE,NA,NA
"287","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 09:33:29,FALSE,NA,"1147800796005724160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aanzan14",29,TRUE,FALSE,NA,NA
"288","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 08:57:39,FALSE,NA,"1147791779208429568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ViraNurAlfiYani",29,TRUE,FALSE,NA,NA
"289","Presiden Jokowi keluarkan Perpres Tunjangan Kinerja Pegawai LIPI https://t.co/LEKpsc08go",FALSE,0,NA,2019-07-07 08:35:22,FALSE,NA,"1147786170215960576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","antarapapua",0,FALSE,FALSE,NA,NA
"290","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 08:13:14,FALSE,NA,"1147780600826171392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mileniajovanca",29,TRUE,FALSE,NA,NA
"291","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:58:12,FALSE,NA,"1147776818868441088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","indahidn",29,TRUE,FALSE,NA,NA
"292","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:49:54,FALSE,NA,"1147774729828225024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hnyps_",29,TRUE,FALSE,NA,NA
"293","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:44:32,FALSE,NA,"1147773377609756672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yastedxwouth",29,TRUE,FALSE,NA,NA
"294","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:41:20,FALSE,NA,"1147772571120570369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kevinardian_",29,TRUE,FALSE,NA,NA
"295","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:33:06,FALSE,NA,"1147770498383675393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tomatoooo5",29,TRUE,FALSE,NA,NA
"296","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:26:55,FALSE,NA,"1147768944599552000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","msnisya",29,TRUE,FALSE,NA,NA
"297","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:18:02,FALSE,NA,"1147766710138626048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ganesyee",29,TRUE,FALSE,NA,NA
"298","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:02:03,FALSE,NA,"1147762687033483265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","faularamadhani",29,TRUE,FALSE,NA,NA
"299","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:00:42,FALSE,NA,"1147762345940152320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blissfulsmiffy",29,TRUE,FALSE,NA,NA
"300","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 07:00:41,FALSE,NA,"1147762341087367168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bukan_shidqia",29,TRUE,FALSE,NA,NA
"301","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 06:59:16,FALSE,NA,"1147761987297763328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","limaransarii",29,TRUE,FALSE,NA,NA
"302","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 06:58:33,FALSE,NA,"1147761806615564288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lindaendarsa",29,TRUE,FALSE,NA,NA
"303","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 06:57:21,FALSE,NA,"1147761505598763009",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lavawdows",29,TRUE,FALSE,NA,NA
"304","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 06:54:46,FALSE,NA,"1147760854953103360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bebihhz",29,TRUE,FALSE,NA,NA
"305","RT @akbarry: Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Ternyata hari…",FALSE,0,NA,2019-07-07 06:51:27,FALSE,NA,"1147760017556119553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ochaprll",29,TRUE,FALSE,NA,NA
"306","Setahun yg lalu, saya usul ke pak @Triawan . Kira-kira mungkin ga kalo #richbrian ketemu pak presiden #Jokowi .

Te… https://t.co/IQb6WB87OT",FALSE,67,NA,2019-07-07 06:50:52,TRUE,NA,"1147759870084435969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akbarry",29,FALSE,FALSE,NA,NA
"307","RT @astidhaniar: @Kars104 @1Ndheso @tempemendoanGL @Pandixa__Dz @moan1974 @ariel_heryanto @nyongdamoti @cadarmerah @Frans_Priyo @Kemdikbud_…",FALSE,0,NA,2019-07-07 06:27:23,FALSE,NA,"1147753963858456576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kars104",2,TRUE,FALSE,NA,NA
"308","@Kars104 @1Ndheso @tempemendoanGL @Pandixa__Dz @moan1974 @ariel_heryanto @nyongdamoti @cadarmerah @Frans_Priyo… https://t.co/AtIEzd2Pe5",FALSE,4,"Kars104",2019-07-07 06:23:18,TRUE,"1147751768798846976","1147752932781117441","848566404","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","astidhaniar",2,FALSE,FALSE,NA,NA
"309","RT @MARSUDI__: Sgitu dahsyatnya syahwat brkuasa,smpe2 niat mnyingkirkan org yg brkompetan di bidangnya. pnunjukan mnteri emang hak prerogat…",FALSE,0,NA,2019-07-07 04:03:39,FALSE,NA,"1147717792365330432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeniSuryadani",5,TRUE,FALSE,NA,NA
"310","Sgitu dahsyatnya syahwat brkuasa,smpe2 niat mnyingkirkan org yg brkompetan di bidangnya. pnunjukan mnteri emang hak… https://t.co/TMcFkgSTML",FALSE,33,NA,2019-07-07 03:58:15,TRUE,NA,"1147716431452094464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MARSUDI__",5,FALSE,FALSE,NA,NA
"311","Saran?
Segera mengundurkan diri sebagai Presiden RI 2014-2019.
Rakyat Indonesia sedih lihat pemimpinnya di forum in… https://t.co/fcgnv8HRNz",FALSE,0,NA,2019-07-06 23:47:33,TRUE,NA,"1147653341964406784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gandawan",0,FALSE,FALSE,NA,NA
"312","Yth: Bpk Presiden @jokowi  Malam ini sudah 3x dlm 2 jam Listrik MATI di Jayapura Utara ibukota provinsi Papua. Pagi… https://t.co/51l0bhznE1",FALSE,0,NA,2019-07-06 12:45:37,TRUE,NA,"1147486761888518145",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","e_tbn",0,FALSE,FALSE,NA,NA
"313","@jokowi Keren pak
Mending bangun daerah yg tau terimakasih &amp; menghargai kinerja pemerintah pak.
Sehat selalu pak presiden",FALSE,0,"jokowi",2019-07-06 03:56:26,FALSE,"1147326821609832448","1147353587632111617","366987179","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ibrahimantoni1",0,FALSE,FALSE,NA,NA
"314","@WonderMid @catuaries @mastulus03 Pdhl skg parpol pendukung 02 (kecuali PKS) lagi nunggu undangan Presiden Terpilih… https://t.co/LSGf1rQ6Dh",FALSE,0,"WonderMid",2019-07-05 07:13:12,TRUE,"1146602584364343296","1147040717388124160","1107101954050654208","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","suryakachandra",0,FALSE,FALSE,NA,NA
"315","@JKDaulay @jokowi @RizmaWidiono @YRadianto @humaira979 @SalmaBrecht @Adhinda_Tyanna @Dsangg77 Anggota DPR ga usah m… https://t.co/eWLf7JRwdq",FALSE,2,"JKDaulay",2019-07-05 00:53:10,TRUE,"1146778392500551682","1146945076196544512","1118514027695443968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HerryPradono",1,FALSE,FALSE,NA,NA
"316","Presiden jokowi membuktikan melalui prestasi kinerja sehingga dunia pun mengakuinya. Inilah sosok pemimpin kebangga… https://t.co/uAETjWxpar",FALSE,0,NA,2019-07-04 10:51:52,TRUE,NA,"1146733356568080384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JayaKatwang15",0,FALSE,FALSE,NA,NA
"317","Presiden jokowi membuktikan melalui prestasi kinerja sehingga dunia pun mengakuinya. Inilah sosok pemimpin kebangga… https://t.co/ucQs3YN1T1",FALSE,0,NA,2019-07-04 10:51:29,TRUE,NA,"1146733262343036928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JayaKatwang15",0,FALSE,FALSE,NA,NA
"318","Sedang Jadi Sorotan Dunia, Jokowi Diulas Tiga Media Asing, The New York Times hingga The Japan Times. Siapa yang me… https://t.co/fst7ln0xXM",FALSE,0,NA,2019-07-04 10:30:53,TRUE,NA,"1146728076652318720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mikirdoeloe",0,FALSE,FALSE,NA,NA
"319","Pariwisata Tumbuh 600%, Presiden Tinjau Perluasan Bandara Sam Ratulangi dan KEK Tanjung Pulisan… https://t.co/32Qx3q4vr2",FALSE,3,NA,2019-07-04 04:58:05,TRUE,NA,"1146644325968666625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vibizmediacom",0,FALSE,FALSE,NA,NA
